,AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,UTILITY_AVAIL,STREET,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,QS_OVERALL,BUILDTYPE_Commercial,BUILDTYPE_House,BUILDTYPE_Others,MZZONE_A,MZZONE_C,MZZONE_I,MZZONE_RH,MZZONE_RL,MZZONE_RM,YEAR_BUILD,AGE_BUILD,Actual_price,Predicted_price,YEAR_SALE,YEARS_PASSED,Today_price
675,3,860,103,1,1,3,2,1,3,3,4.9,2.0,2.2,2.93,1,0,0,0,0,0,0,1,0,2002,6,12976235.000000017,13101396.0,2008,14,25939867
5909,5,2443,118,4,2,6,4,0,2,2,2.0,4.7,3.7,3.49,0,1,0,0,0,0,0,1,0,1989,20,12415418.999999981,12181927.0,2009,13,22970840
6688,5,2454,184,4,2,6,3,1,3,3,3.8,2.7,2.8,3.07,1,0,0,0,0,0,0,1,0,1988,20,21153061.000000034,21000282.0,2008,14,41579121
3042,7,1611,192,1,1,4,4,0,3,3,4.4,2.3,3.7,3.56,0,0,1,0,0,0,1,0,0,1974,37,12625416.99999998,12823486.0,2011,11,21932512
2246,4,1956,141,3,2,5,5,1,2,1,4.7,3.4,3.8,3.85,0,1,0,0,0,1,0,0,0,1966,44,9955282.0,9743543.0,2010,12,17498003
1197,1,504,133,1,1,2,2,0,2,3,4.8,5.0,2.1,3.78,0,0,1,0,0,0,0,0,1,2002,8,7468215.999999994,6581259.0,2010,12,11818995
6050,5,1550,15,2,1,4,4,0,3,2,3.9,2.1,2.8,2.92,0,1,0,0,0,0,0,1,0,2003,7,9447505.000000013,9568929.0,2010,12,17184421
7061,7,1595,153,1,1,4,5,1,3,1,4.6,3.8,3.8,4.04,0,0,1,0,0,0,1,0,0,1998,9,13363077.000000022,13514186.0,2007,15,28095022
3603,2,916,50,1,1,3,3,1,1,1,2.5,4.4,3.9,3.58,0,0,1,0,0,0,0,0,1,1977,34,9791999.000000002,9386051.0,2011,11,16053332
1159,3,920,67,1,1,3,4,1,2,2,3.2,4.1,2.9,3.47,0,0,1,0,0,0,0,1,0,1972,36,9515376.00000001,9672809.0,2008,14,19151500
627,1,1245,198,1,1,3,3,1,2,2,3.8,4.1,3.9,3.93,0,0,1,0,0,1,0,0,0,1995,16,8135759.000000004,8213114.0,2011,11,14047212
2856,3,937,70,1,1,3,1,0,3,1,4.5,3.7,3.2,3.79,0,1,0,0,0,0,1,0,0,1971,36,6448451.000000001,6588795.0,2007,15,13697631
4177,7,1672,169,1,1,4,2,0,2,2,3.1,4.8,2.5,3.255,1,0,0,0,0,0,0,1,0,1998,13,19818843.000000015,19630348.0,2011,11,33574556
6358,5,1639,154,2,1,4,5,1,3,2,3.8,4.5,4.4,4.25,0,0,1,0,0,0,0,1,0,1989,21,11651850.000000006,11854878.0,2010,12,21289657
94,5,1709,6,2,1,4,3,1,3,2,4.3,3.7,2.0,3.2,0,1,0,0,0,0,0,1,0,1989,20,10861682.000000013,11037323.0,2009,13,20812518
3157,1,1311,99,1,1,3,3,0,3,2,2.4,2.1,2.5,2.35,0,0,1,0,1,0,0,0,0,1983,28,6207435.000000002,6433361.0,2011,11,11003230
3491,7,1720,80,1,1,4,2,1,2,1,4.1,2.8,3.2,3.37,0,1,0,0,0,0,0,1,0,1981,33,12620418.00000001,12748616.0,2014,8,18835512
2076,6,1780,161,1,1,4,1,0,3,3,4.1,3.2,4.8,4.155,1,0,0,0,0,0,1,0,0,2000,12,20334958.00000002,20214040.0,2012,10,32926541
1884,6,1699,185,1,1,4,3,1,1,3,4.4,2.0,4.6,3.88,1,0,0,0,0,0,1,0,0,1969,43,20416501.00000002,19983722.0,2012,10,32551377
554,5,2152,69,3,2,5,1,0,3,2,4.0,2.3,4.6,3.73,1,0,0,0,0,0,0,0,1,1980,30,17710210.000000026,17721828.0,2010,12,31825856
3941,3,1050,14,1,1,3,5,1,3,3,2.2,2.2,3.4,2.56,0,0,1,0,0,0,0,0,1,1991,20,11679665.000000007,11612287.0,2011,11,19860951
6900,5,2254,60,4,2,6,4,0,2,2,4.5,2.9,4.4,3.98,0,0,1,0,0,0,0,0,1,1994,17,13789372.000000022,13676225.0,2011,11,23390985
1309,6,1956,133,2,1,5,4,1,2,1,3.7,4.7,4.7,4.35,0,0,1,0,0,0,0,1,0,2007,7,15754888.00000002,15769667.0,2014,8,23298980
5335,3,791,156,1,1,2,4,1,3,1,2.7,5.0,2.8,3.65,0,1,0,0,0,0,0,0,1,1986,21,8633544.000000006,8442682.0,2007,15,17551729
6845,3,929,61,1,1,3,1,1,3,3,3.2,2.8,2.0,2.68,0,1,0,0,0,0,0,0,1,1971,38,9530068.000000013,9614281.0,2009,13,18129160
6431,5,2366,81,4,2,6,3,1,3,2,2.0,4.3,3.0,3.09,0,1,0,0,0,0,0,0,1,1979,29,13554709.999999978,13795325.0,2008,14,27313799
166,4,1898,108,3,2,5,5,1,1,1,3.9,2.7,4.4,3.51,1,0,0,0,0,0,0,0,1,1969,38,17531841.999999996,17321870.0,2007,15,36010923
5086,5,1474,173,2,1,4,4,1,3,2,3.0,3.7,2.4,2.97,1,0,0,0,0,0,0,1,0,1984,27,14277889.000000007,14438224.0,2011,11,24694262
4432,2,988,137,1,1,3,3,1,1,1,2.6,2.3,4.6,3.54,0,1,0,0,1,0,0,0,0,1988,19,7191257.000000001,7192672.0,2007,15,14953048
6489,1,588,58,1,1,2,4,1,2,3,4.9,2.3,4.6,4.0,0,1,0,0,0,1,0,0,0,1994,17,6468289.000000005,6324519.0,2011,11,10817073
188,1,795,73,1,1,2,3,1,3,3,3.4,2.6,4.9,3.76,0,1,0,0,0,0,0,0,1,2000,9,8860816.999999993,8720905.0,2009,13,16444567
3974,6,1602,51,1,1,4,4,1,1,3,2.1,2.1,2.4,2.22,0,1,0,0,0,0,0,1,0,1974,36,12853693.000000004,13198562.0,2010,12,23702721
4390,7,1842,11,2,1,5,4,0,2,3,2.9,3.1,3.3,3.13,1,0,0,0,0,0,0,0,1,1972,35,22110498.000000004,22293538.0,2007,15,46346664
4067,3,1165,68,1,1,3,1,0,1,1,4.5,3.7,4.7,4.24,0,1,0,0,0,0,0,1,0,1979,35,7882461.0000000065,7917185.0,2014,8,11697288
6049,6,1558,55,1,1,4,2,1,3,1,2.5,3.7,2.0,2.6,0,0,1,0,0,0,1,0,0,2002,11,12559828.0,12650757.0,2013,9,19625476
45,1,851,105,1,1,2,1,0,2,1,4.0,3.8,2.5,3.34,0,1,0,0,1,0,0,0,0,1982,29,3779441.000000003,3644401.2,2011,11,6233162
6152,5,2207,45,3,2,5,1,0,2,3,5.0,4.4,3.3,4.14,0,1,0,0,0,0,1,0,0,1996,15,11394327.999999987,11077817.0,2011,11,18946826
1938,5,1892,137,3,2,5,4,1,3,2,2.3,4.2,5.0,3.95,1,0,0,0,0,0,0,0,1,1992,17,18121333.000000004,17759828.0,2009,13,33488804
2927,6,1943,171,2,1,5,3,1,1,3,3.9,2.4,2.1,2.805,1,0,0,0,0,0,0,0,1,1979,33,23803438.999999974,24181228.0,2012,10,39388672
33,4,1755,16,2,1,4,5,1,2,3,4.8,4.5,4.5,4.58,0,0,1,1,0,0,0,0,0,1987,19,10702830.999999987,10235871.0,2006,16,22343622
5227,3,888,144,1,1,3,2,1,2,3,4.7,2.3,2.6,3.11,0,1,0,0,0,0,1,0,0,1969,38,8585776.999999993,8382598.5,2007,15,17426820
1224,7,1526,80,1,1,4,4,1,2,1,4.2,2.8,3.9,3.715,1,0,0,0,0,0,1,0,0,1991,16,18397978.00000003,18296344.0,2007,15,38036785
2402,6,1724,66,1,1,4,3,1,3,3,2.0,4.8,4.4,3.66,0,1,0,0,0,0,1,0,0,1971,43,12943029.999999985,13016982.0,2014,8,19232010
2745,4,1653,178,2,1,4,4,0,2,3,4.0,3.1,4.9,3.87,0,1,0,0,0,0,1,0,0,1984,26,9786702.999999983,9723048.0,2010,12,17461197
1131,1,594,195,1,1,2,2,0,2,1,3.9,3.5,4.5,4.02,0,1,0,0,0,0,0,0,1,1969,42,5579234.000000002,5589795.5,2011,11,9560447
2973,1,1661,94,2,2,4,4,1,3,2,3.4,2.6,4.8,3.72,0,0,1,1,0,0,0,0,0,2005,6,8421763.000000002,8480278.0,2011,11,14504153
4927,1,1354,106,2,2,4,2,0,3,1,2.3,2.0,3.8,2.81,0,1,0,1,0,0,0,0,0,2004,6,5029111.000000002,5063998.0,2010,12,9094212
1183,1,1287,19,1,1,3,5,0,3,2,2.1,4.7,4.4,3.8,1,0,0,0,1,0,0,0,0,1992,17,9705266.00000001,9832445.0,2009,13,18540541
6330,3,947,145,1,1,3,3,0,3,3,2.3,4.0,3.4,3.31,0,1,0,0,0,0,0,0,1,1995,12,9377720.999999993,9551241.0,2007,15,19856344
6816,1,799,188,1,1,2,5,0,2,2,2.6,5.0,4.7,4.16,0,1,0,0,1,0,0,0,0,1961,49,4548669.999999999,4385732.0,2010,12,7876144
3370,1,1030,152,1,1,3,1,0,1,2,4.0,3.4,2.1,3.06,0,0,1,0,0,1,0,0,0,1967,42,5408068.999999999,5702969.5,2009,13,10753799
1794,3,1014,17,1,1,3,1,1,1,3,2.3,4.0,4.6,3.67,1,0,0,0,0,0,0,1,0,1984,23,13628408.000000013,13575440.0,2007,15,28222364
4672,2,620,181,1,1,2,4,1,2,1,2.6,3.3,2.1,2.49,1,0,0,1,0,0,0,0,0,2006,5,8026207.999999995,7684012.5,2011,11,13142269
1344,4,1864,46,3,2,5,4,1,3,3,2.7,2.0,3.1,2.51,1,0,0,0,0,0,1,0,0,1958,51,16756989.000000022,16534793.0,2009,13,31178818
4892,3,1032,77,1,1,3,2,0,2,3,4.1,4.1,5.0,4.37,0,0,1,0,0,0,1,0,0,2002,6,9445971.000000013,9291752.0,2008,14,18397033
6537,3,1200,69,1,1,3,1,1,3,1,4.3,2.1,2.6,2.91,0,0,1,0,0,0,0,0,1,1993,14,10682578.000000015,10381785.0,2007,15,21582985
1002,3,711,94,1,1,2,3,1,1,1,3.0,4.9,3.6,3.94,0,1,0,0,0,0,1,0,0,1975,33,6640505.000000002,6487709.0,2008,14,12845220
2907,7,1589,4,1,1,4,2,0,3,2,3.0,3.2,4.4,3.68,0,0,1,0,0,0,0,0,1,1996,16,13660885.99999998,13546935.0,2012,10,22066529
5255,5,2318,17,4,2,6,3,1,3,2,3.1,3.3,3.2,3.2,1,0,0,0,0,0,0,1,0,1995,14,19456373.99999998,19792802.0,2009,13,37322280
4087,2,784,74,1,1,2,4,0,1,1,2.5,2.9,3.7,3.18,0,1,0,0,0,0,0,1,0,1979,31,6922098.999999997,6850041.0,2010,12,12301689
5434,3,980,94,1,1,3,4,0,3,3,3.5,3.2,4.5,3.68,0,0,1,0,0,0,0,1,0,1995,14,9608944.99999999,9558787.0,2009,13,18024518
3456,3,1229,10,2,1,4,2,0,2,2,4.4,4.5,4.0,4.32,1,0,0,0,0,0,1,0,0,2001,10,13905730.000000013,14058240.0,2011,11,24044361
3696,5,1302,84,1,1,3,1,0,3,2,3.7,4.1,2.5,3.34,1,0,0,0,0,0,0,1,0,1984,26,11851055.999999996,12250757.0,2010,12,22000599
645,3,1141,178,1,1,3,5,1,2,2,3.6,2.6,3.3,3.11,1,0,0,0,0,0,1,0,0,1994,16,14425268.999999993,14272573.0,2010,12,25631490
1652,3,875,176,1,1,3,1,1,1,3,2.1,2.7,2.6,2.49,0,1,0,0,0,0,0,1,0,1981,26,8844849.999999993,8989537.0,2007,15,18688601
4799,3,1082,97,1,1,3,1,1,3,3,2.1,2.5,4.5,2.98,0,0,1,0,0,0,0,1,0,2002,12,10745432.999999994,11007826.0,2014,8,16263572
1729,6,1625,118,1,1,4,3,0,3,3,2.4,4.6,4.5,3.79,0,0,1,0,0,0,1,0,0,1966,41,12484290.000000004,12713067.0,2007,15,26429553
5819,4,1684,87,2,1,4,5,1,1,3,2.2,4.8,4.9,4.18,0,1,0,0,0,1,0,0,0,1992,16,10511821.000000007,10554269.0,2008,14,20896730
5361,3,801,106,1,1,3,5,0,3,3,4.3,3.1,3.6,3.61,1,0,0,0,0,0,0,1,0,1988,25,11573519.000000011,11728973.0,2013,9,18195486
4113,2,692,118,1,1,2,3,1,3,1,2.7,4.8,3.6,3.57,1,0,0,1,0,0,0,0,0,1986,25,8174045.000000004,7286471.0,2011,11,12462338
5717,3,1085,97,1,1,3,2,0,2,2,2.6,4.5,2.9,3.45,0,1,0,0,0,0,0,1,0,1990,23,8696329.999999998,8837195.0,2013,9,13709389
4643,5,1503,144,2,1,4,5,0,3,2,3.3,2.7,3.0,3.0,0,1,0,0,0,0,1,0,0,1984,26,8838940.999999993,9075418.0,2010,12,16298146
3203,3,998,105,1,1,3,5,1,3,1,2.9,3.7,2.0,2.95,0,1,0,0,0,0,0,1,0,1980,30,9009823.999999996,9018922.0,2010,12,16196688
1051,7,1639,76,1,1,4,1,0,3,3,4.0,4.3,4.5,4.3,1,0,0,0,0,0,0,0,1,2008,6,20670252.000000007,20424990.0,2014,8,30177012
2623,2,1178,119,1,1,3,2,1,2,2,3.6,4.5,4.9,4.43,0,0,1,0,0,0,0,0,1,1987,20,12200655.999999987,11762622.0,2007,15,24453646
4525,3,1180,195,1,1,3,4,0,3,1,2.4,4.1,2.6,3.14,1,0,0,0,0,0,1,0,0,1979,34,12302680.999999983,12199645.0,2013,9,18925653
1620,6,1710,32,1,1,4,1,0,3,3,3.5,3.5,3.8,3.62,1,0,0,0,0,0,1,0,0,1974,39,19251578.999999996,18822160.0,2013,9,29199347
3196,1,1632,156,2,2,4,4,0,3,1,3.1,4.5,3.8,3.8,1,0,0,0,0,0,0,1,0,1986,23,12583468.0,12134133.0,2009,13,22880717
6984,2,1098,86,1,1,3,3,1,3,3,3.7,2.8,2.1,2.72,1,0,0,0,1,0,0,0,0,1997,14,13685055.000000019,13234736.0,2011,11,22635889
899,5,1532,60,2,1,4,1,1,3,2,5.0,4.0,3.1,3.5032537884152344,1,0,0,0,0,0,1,0,0,1999,12,14303603.999999996,13976135.0,2011,11,23903933
4008,1,1550,5,2,2,4,5,1,3,2,4.5,3.2,5.0,4.31,0,1,0,0,0,0,1,0,0,1974,37,8952254.000000007,9205772.0,2011,11,15744994
4166,2,1132,190,1,1,3,2,0,3,1,2.0,4.9,4.8,3.98,0,1,0,1,0,0,0,0,0,2002,5,6304490.000000001,6199383.0,2007,15,12888072
3939,1,1417,29,2,2,4,5,1,3,2,2.5,2.0,2.6,2.39,1,0,0,0,0,0,0,1,0,1973,37,13166082.999999994,12848728.0,2010,12,23074469
2779,2,655,130,1,1,2,1,0,1,1,4.1,4.3,2.9,3.54,1,0,0,0,0,0,0,0,1,1989,20,9569221.000000011,9448523.0,2009,13,17816599
2164,2,831,26,1,1,3,3,0,1,1,3.0,4.6,3.0,3.32,0,0,1,0,0,0,0,1,0,1994,16,7970562.0,7895221.0,2010,12,14178682
674,7,1903,5,2,1,5,4,0,3,1,5.0,4.5,2.8,3.885,0,0,1,0,0,0,0,0,1,1982,28,14720837.000000015,14591431.0,2010,12,26204113
1681,4,1882,99,3,2,5,1,1,3,2,3.9,4.1,4.9,4.29,1,0,0,1,0,0,0,0,0,1994,16,14951180.999999983,15507957.0,2010,12,27850062
4817,5,1651,182,2,1,4,4,0,2,2,3.5,2.3,2.8,2.86,1,0,0,0,0,0,0,0,1,1986,23,15038881.99999999,14647897.0,2009,13,27620794
255,2,985,159,1,1,3,1,1,3,2,3.6,2.7,2.1,2.67,0,1,0,0,1,0,0,0,0,2002,7,7689443.999999994,7494346.5,2009,13,14131708
2610,3,1078,121,1,1,3,2,1,1,3,2.4,4.3,2.5,3.19,1,0,0,0,0,0,0,1,0,2004,4,14591616.000000026,14831364.0,2008,14,29365086
5296,1,586,45,1,1,2,3,0,3,2,3.3,3.4,2.2,2.89,0,0,1,0,0,0,1,0,0,1969,42,5012011.000000004,5003516.5,2011,11,8557711
4822,2,845,200,1,1,3,3,0,2,3,4.6,3.3,4.4,4.24,0,1,0,0,0,1,0,0,0,1978,29,7630258.999999999,7340468.5,2007,15,15260306
3655,1,730,175,1,1,2,4,1,3,1,4.0,2.5,2.6,2.99,0,1,0,0,0,0,1,0,0,1977,32,5785999.999999995,5658454.0,2009,13,10669858
2858,5,1884,18,3,2,5,3,0,3,3,3.4,2.0,3.6,3.06,0,1,0,0,0,0,0,1,0,1995,13,11076930.999999996,11204530.0,2008,14,22184203
3880,3,837,172,1,1,3,4,1,3,1,4.5,2.1,4.8,3.63,1,0,0,0,0,0,1,0,0,1988,18,11039066.000000007,11151208.0,2006,16,24341688
1993,3,1164,192,1,1,3,3,0,3,2,2.4,4.7,4.2,3.86,1,0,0,0,0,0,0,1,0,1970,39,13452964.000000015,13243019.0,2009,13,24971687
1123,3,935,192,1,1,3,1,1,3,1,4.1,3.1,2.1,3.1,1,0,0,0,0,0,0,1,0,1990,22,11990681.000000002,11659181.0,2012,10,18991577
840,6,1574,102,1,1,4,3,0,3,2,4.2,4.5,2.5,3.595,0,1,0,0,0,0,0,1,0,1985,26,11629021.999999998,11569067.0,2011,11,19787030
7023,3,711,168,1,1,2,4,0,3,3,2.7,2.0,2.0,2.21,0,0,1,0,0,0,1,0,0,1993,15,7416909.999999996,7875000.5,2008,14,15591962
2912,4,1538,36,2,1,4,2,1,2,2,4.7,2.2,3.2,3.13,1,0,0,0,0,0,0,1,0,1964,42,14804150.999999987,14623722.0,2006,16,31921751
2355,7,1762,45,1,1,4,5,0,3,1,3.1,4.7,4.3,4.04,1,0,0,0,0,0,1,0,0,1973,41,18901344.00000003,18706344.0,2014,8,27637789
383,4,1702,129,2,1,4,3,0,3,1,4.4,2.3,2.3,2.83,1,0,0,0,0,1,0,0,0,1965,45,12910285.999999987,12749759.0,2010,12,22896735
2721,6,1598,36,1,1,4,1,1,3,3,4.1,3.9,4.5,4.21,1,0,0,0,0,0,0,0,1,1996,14,20927775.999999974,20834074.0,2010,12,37415003
5404,5,1944,173,3,2,5,2,1,2,2,4.2,3.2,4.6,4.06,1,0,0,0,0,0,0,1,0,1996,15,17633368.999999996,17980454.0,2011,11,30752678
4292,5,1377,194,2,1,4,2,1,2,3,2.7,3.8,3.4,3.31,1,0,0,0,0,0,0,0,1,1994,16,15054576.000000013,15325296.0,2010,12,27522029
3318,3,1205,141,2,1,4,5,0,3,3,4.8,3.4,3.3,3.79,0,0,1,0,0,0,0,1,0,1988,22,10894665.999999983,10774613.0,2010,12,19349656
4257,2,1282,183,2,2,4,2,1,3,1,4.6,3.1,3.5,3.75,0,1,0,0,1,0,0,0,0,1979,33,8359157.000000006,7956180.5,2012,10,12959779
4144,2,698,140,1,1,2,2,0,3,3,3.9,3.5,2.9,3.32,1,0,0,0,0,0,1,0,0,1994,16,10353233.000000017,10001905.0,2010,12,17961984
3707,6,1839,153,2,1,5,5,1,3,3,4.0,3.6,2.6,3.34,0,1,0,0,0,0,1,0,0,1999,14,14529135.999999978,14489952.0,2013,9,22478671
2458,3,987,90,1,1,3,2,1,1,1,2.9,4.9,2.7,3.64,1,0,0,0,0,0,1,0,0,1998,11,11979609.999999985,12320611.0,2009,13,23232349
2255,5,1970,134,3,2,5,1,0,3,2,3.4,4.9,3.3,3.81,1,0,0,0,0,0,1,0,0,2004,6,15666678.000000026,16597451.0,2010,12,29806637
3698,3,1020,41,1,1,3,5,1,2,3,2.7,3.2,2.2,2.75,1,0,0,0,0,0,1,0,0,1982,26,13841757.000000013,13976455.0,2008,14,27672424
4492,5,2041,125,3,2,5,2,1,3,2,2.4,2.3,2.6,2.45,1,0,0,0,0,0,0,0,1,1986,25,18205874.0,18326660.0,2011,11,31344807
125,7,1973,63,2,1,5,2,1,2,3,2.6,2.9,4.9,3.71,1,0,0,0,0,0,0,0,1,1972,35,24309200.99999996,23947008.0,2007,15,49784109
3223,3,1296,145,2,1,4,3,1,1,2,3.6,2.3,4.4,3.32,0,0,1,0,0,0,0,0,1,1976,30,11773601.0,11649334.0,2006,16,25429035
6444,2,1059,10,1,1,3,1,0,3,3,2.3,2.6,2.5,2.46,0,1,0,1,0,0,0,0,0,1975,32,6522893.999999996,6213736.5,2007,15,12917911
6263,1,792,183,1,1,2,2,0,1,3,3.8,3.7,2.2,3.13,0,0,1,0,1,0,0,0,0,1960,50,4535591.000000002,4881010.0,2010,12,8765592
3984,2,1109,104,1,1,3,3,1,1,3,2.3,4.7,2.5,2.88,1,0,0,0,1,0,0,0,0,1980,27,13232605.999999998,13183944.0,2007,15,27408472
1687,1,1502,114,2,2,4,4,1,1,3,5.0,2.9,4.3,4.09,0,1,0,0,0,0,0,1,0,1980,31,9953243.000000007,9800578.0,2011,11,16762314
4017,2,765,11,1,1,2,4,0,1,3,4.5,4.2,4.9,4.64,0,1,0,0,0,0,0,1,0,1996,11,8531810.999999996,8455066.0,2007,15,17577474
4295,3,1016,6,1,1,3,4,1,3,3,3.2,4.5,4.1,3.99,0,0,1,0,0,0,0,0,1,1989,24,11179814.00000001,11091432.0,2013,9,17206451
685,1,1404,66,2,2,4,2,0,1,3,5.0,3.9,4.8,4.59,0,1,0,0,1,0,0,0,0,1997,13,6924516.999999995,7100452.5,2010,12,12751392
4232,7,1729,104,1,1,4,5,0,3,3,3.0,4.6,4.2,3.94,1,0,0,0,0,0,0,1,0,1998,11,21402435.99999999,20875602.0,2009,13,39364061
1079,6,1751,99,1,1,4,2,0,1,1,4.9,2.3,4.3,4.01,0,1,0,0,0,0,1,0,0,1990,21,11079244.000000011,11222753.0,2011,11,19194716
4463,7,1584,24,1,1,4,1,0,1,2,3.1,4.1,2.7,3.17,0,1,0,0,0,0,0,0,1,1993,17,12025219.999999981,12051514.0,2010,12,21642787
2784,4,1898,153,3,2,5,1,1,1,3,3.8,2.0,2.1,2.48,0,0,1,0,0,0,0,1,0,1996,10,12624993.0,12396466.0,2006,16,27059930
5399,5,2263,87,4,2,6,1,0,2,2,3.2,4.4,3.2,3.56,0,1,0,0,0,0,0,1,0,1996,13,11570040.999999985,11544467.0,2009,13,21768814
1881,1,1040,142,1,1,3,4,1,1,3,3.0,4.4,2.0,3.02,1,0,0,0,0,1,0,0,0,1991,20,10064484.000000017,10261381.0,2011,11,17550443
1160,4,1781,109,2,1,4,4,0,2,1,4.4,4.1,3.2,3.91,1,0,0,0,1,0,0,0,0,1954,50,12911377.999999994,12691384.0,2004,18,30543328
2223,4,1771,109,2,1,4,5,0,2,3,2.3,5.0,4.4,4.15,0,1,0,1,0,0,0,0,0,1975,35,8479225.0,8658313.0,2010,12,15549086
67,2,1260,89,2,2,4,1,0,3,1,3.8,4.1,4.5,4.21,0,0,1,1,0,0,0,0,0,1983,25,7213739.999999999,7338627.5,2008,14,14529980
6040,7,1843,168,2,1,5,5,0,1,3,2.3,2.6,5.0,3.59,1,0,0,0,0,0,0,1,0,1981,33,21746239.999999966,21362094.0,2014,8,31561542
3701,1,1653,160,2,2,4,1,0,3,2,4.8,4.4,4.6,4.6,1,0,0,0,0,0,0,1,0,1984,25,12833112.999999998,13110545.0,2009,13,24721887
5429,3,1262,82,2,1,4,5,1,2,1,2.0,2.7,2.8,2.52,0,0,1,0,0,0,0,1,0,1970,38,10693088.999999987,10619025.0,2008,14,21024943
6566,7,1569,191,1,1,4,1,0,2,3,4.8,3.0,2.9,3.495,1,0,0,0,0,0,0,1,0,1994,17,19177260.0,18879150.0,2011,11,32289753
4288,3,1085,51,1,1,3,4,1,1,3,4.8,2.0,3.5,3.29,0,0,1,0,0,0,0,1,0,1973,37,10535552.000000002,10837786.0,2010,12,19463106
6870,1,1142,90,1,1,3,3,1,3,1,2.3,5.0,4.8,4.11,0,1,0,0,1,0,0,0,0,1984,27,5762896.000000005,5874828.0,2011,11,10047949
2012,1,1616,116,2,2,4,4,0,3,2,3.4,3.3,4.2,3.69,0,1,0,1,0,0,0,0,0,1986,23,6237297.999999999,6356985.5,2009,13,11987044
4518,5,1940,192,3,2,5,4,0,2,3,3.0,4.5,3.3,3.57,0,0,1,0,0,0,0,0,1,2005,5,13249208.000000006,12878219.0,2010,12,23127431
1918,1,867,147,1,1,2,3,1,3,3,3.5,4.8,3.3,3.81,1,0,0,0,1,0,0,0,0,1969,43,8068121.999999999,7762942.5,2012,10,12645015
5544,4,1726,29,2,1,4,3,1,1,1,4.1,2.4,3.9,3.28,0,1,0,0,1,0,0,0,0,1988,18,8457702.0,8522681.0,2006,16,18603943
179,1,857,158,1,1,2,4,0,1,2,3.6,2.4,3.4,3.16,0,1,0,0,0,1,0,0,0,1993,17,5223945.000000003,5375300.0,2010,12,9653266
4369,4,1951,149,3,2,5,5,0,3,2,2.9,3.3,4.7,3.62,0,1,0,0,0,0,0,1,0,1966,43,10744159.000000006,10739221.0,2009,13,20250402
3982,7,1609,105,1,1,4,4,0,1,2,4.0,3.6,3.2,3.54,1,0,0,0,0,0,0,1,0,1968,45,18429736.0,18472476.0,2013,9,28656873
5799,4,1946,130,3,2,5,4,1,3,1,2.5,3.4,4.7,3.57,0,0,1,0,0,0,0,0,1,1987,21,12747862.999999983,12331920.0,2008,14,24416358
2215,1,1635,8,2,2,4,2,0,3,2,4.1,4.1,2.8,3.58,0,1,0,0,0,0,0,0,1,1984,27,9429381.999999993,9141854.0,2011,11,15635672
2478,3,859,11,1,1,3,3,1,3,3,2.6,2.2,4.7,3.07,1,0,0,0,0,0,0,1,0,1986,21,12711220.000000002,12835158.0,2007,15,26683371
4446,3,1231,197,2,1,4,1,0,2,2,4.8,4.6,4.9,4.75,0,1,0,0,0,0,0,1,0,1983,32,9222264.999999993,9221501.0,2015,7,12975577
6351,3,706,53,1,1,2,3,1,3,2,2.1,2.7,2.9,2.58,0,0,1,0,0,0,1,0,0,1970,38,7492358.000000003,7619693.5,2008,14,15086471
929,6,1754,184,1,1,4,4,1,3,2,3.6,4.4,3.7,3.84,0,0,1,0,0,0,1,0,0,1978,30,13877384.000000007,13916497.0,2008,14,27553712
6061,6,1611,32,1,1,4,2,1,3,3,4.8,2.9,2.2,3.285,0,0,1,0,0,0,0,0,1,1981,28,14995873.999999974,14715300.0,2009,13,27747892
4949,7,1594,0,1,1,4,2,0,2,1,4.3,4.2,4.8,4.5,1,0,0,0,0,0,1,0,0,1988,24,17891829.000000022,17536588.0,2012,10,28565253
3831,2,1215,125,2,2,4,3,1,3,3,3.6,3.6,2.8,3.2,1,0,0,0,0,0,0,0,1,2000,11,17494542.000000004,17582036.0,2011,11,30071248
6179,3,1045,90,1,1,3,2,0,3,3,3.4,4.5,3.8,3.96,1,0,0,0,0,0,0,0,1,2000,11,14061684.000000015,13891277.0,2011,11,23758797
5884,5,2187,175,3,2,5,3,1,3,3,4.8,4.6,2.7,3.9,1,0,0,0,0,0,1,0,0,1991,18,18711015.99999999,18671626.0,2009,13,35208135
1991,5,1756,155,2,1,4,4,0,3,2,3.3,3.3,4.1,3.62,0,0,1,0,0,0,0,0,1,1986,24,11215493.999999985,11215327.0,2010,12,20141115
5450,1,1625,115,2,2,4,1,1,3,2,4.2,3.8,2.3,3.32,1,0,0,0,0,0,0,1,0,1988,22,13873802.000000015,13209139.0,2010,12,23721715
5348,4,1510,128,2,1,4,5,0,3,3,2.9,4.2,3.1,3.55,0,0,1,0,0,0,0,0,1,1990,16,11620581.000000015,11749886.0,2006,16,25648527
4981,3,829,173,1,1,3,5,1,1,2,2.2,3.7,3.3,3.13,1,0,0,0,0,0,0,0,1,1990,24,12820350.999999994,12942736.0,2014,8,19122315
1660,5,1693,119,2,1,4,3,0,2,3,3.9,4.7,3.3,3.9,0,0,1,0,0,0,0,0,1,2000,10,12026107.000000019,12162263.0,2010,12,21841676
